target,f1,f2,f3,f4,f5,f6
0,108.6,410.8,-53.9,56,19.4,187.2
23.5,67.6,131.8,-15.2,19,9.6,80.4
33.7,107.8,387.7,-38.1,44,19.3,211.8
11.5,29.6,0.5,-3.2,8,3.3,0.5
21.3,163.5,1609.4,-77,82,35.2,674.4
39.4,69.4,40.4,-22.8,72,10.1,24.9
42.1,71,41.4,-23.9,69,10.1,24.9
25.4,68.9,139.4,-24.5,91,12,80.9
42.6,108.1,393.8,-39.9,116,20.5,175.1
0,92.3,549.6,-44.6,6,14.6,231.1
0,84.4,50.6,-14.5,25,11.5,13.5
0,57.4,20.2,-16.6,53,8.3,13.1
38.4,80.2,129.9,-25.8,32,13.2,80.6
0,214.5,3367.6,-123.6,82,45.5,927.6
32,131.2,1403.5,-62.9,170,30.8,605.7
43,103,350.3,-42.4,122,20.8,169.1
0,239.1,5831.1,-142,480,58.6,1942.8
33.7,125.1,534.5,-39.7,36,21.6,267.7
0,89.9,314.8,-37.9,33,17.9,163.8
34.3,138,1421.8,-63,191,30.8,605.7
37.3,50.4,43.2,-12.9,18,7.2,34
41.8,47.2,41.1,-14.6,19,7.2,34
14.8,22.6,0.5,-4.6,6,3.3,0.5
48.6,106.6,290.9,-22.9,37,19.4,152.1
0,132.2,941.4,-93.9,155,23.4,345.6
35.4,95.9,271.9,-28.5,90,15.8,140.3
40.7,127.6,589,-27.4,65,22.3,282.2
10.4,53.9,50.7,-15.2,26,8.5,34.3
49.2,59.5,106.6,-18.4,19,10.2,76.4
31.2,78.3,122,-30.7,92,13.6,61.9
35.8,185,1616.5,-76.5,78,38.8,629
39.8,125.6,934.6,-62.6,71,25.4,388.5
0,114.6,481.9,-43.4,120,21.3,212.8
0,74.6,190.1,-20.8,56,13,110.9
35.4,107.9,848.5,-32.5,24,22,345
0,194.6,2855.7,-87.8,24,36.4,698.6
30.5,87.4,276.5,-25.4,26,15.6,136.4
37,78,252.3,-30,35,16.6,141.4
49.2,112.1,514.9,-45.5,110,20.9,253.4
0,73.7,54.7,-20.8,8,10.4,34.3
23.2,55,41.8,-15,120,8.8,31.8
34.1,99.6,487.2,-57.6,35,21.6,267.7
19.8,38.2,14.5,-9.9,42,5.2,13.3
0,122.1,625.7,-75.7,221,27.2,297.8
23.4,66.1,132.5,-15.7,20,9.6,80.4
0,180.2,532.5,-96.7,58,33.8,200.4
0,123.9,827.6,-62.6,98,25.3,397.6
17.6,58,41.4,-15.4,120,8.8,31.8
33.8,165.6,1616.6,-118,65,38.8,629
0,139.3,853,-54.1,57,27.3,345.6
23.8,143.4,595.2,-66.5,157,30.5,261
0,197.8,1580.1,-70.1,64,33.5,501.5
0,103,395.6,-49.8,23,18.4,126.1
20.1,50.4,42.7,-13,11,7.9,31.7
25.4,132,904.7,-55.3,47,25.4,388.5
35.8,246,2786.2,-117,71,54,887
27.1,67.6,52.5,-21.9,63,10.7,34.6
43,199.5,3441.3,-94,101,46.2,1156.3
42.7,58.5,110.9,-18.9,12,10.2,76.4
26.5,68.5,103.4,-34.4,15,10.9,68.9
31.8,50.5,32.8,-11.7,36,7.1,24.9
46.7,92.7,136.4,-29.3,14,14.8,72.9
0,147.1,1980.8,-72.4,85,33.6,794.9
0,179.3,1160.9,-62.7,55,37.3,425.9
26.7,66.6,104.9,-30.8,16,10.9,68.9
40.8,78,47.2,-26.8,27,13.1,27.1
43.3,103.4,326.9,-33.6,72,17.6,192.2
0,54.3,53.4,-22.9,9,7.8,34.5
36.6,96.9,326.2,-36.8,82,17.6,192.2
43.7,116.3,554.3,-26.5,55,22.4,219.2
38.9,147.4,606,-45.3,39,21.5,218.8
27.5,65.7,131.7,-15.7,20,9.6,80.4
43.4,111,187.1,-22.3,32,16.8,77.2
36.1,210.4,3355.7,-90.8,109,46.2,1156.3
34.3,96,518.5,-29.4,22,18.8,259.9
33.4,178.1,1602.7,-95.7,81,38.8,629
21.8,51.3,43,-14.9,12,7.9,31.7
0,128.7,1008.3,-60,33,23.6,405.6
43.7,79.9,93.1,-18.2,67,10.7,51.7
46.2,131.1,597.6,-25.4,67,22.3,282.2
32.2,115.2,603.1,-42.5,129,21.7,290.4
21.7,134.9,508.5,-37,40,23.4,246.4
29.8,86.4,121.3,-27.4,93,13.6,61.9
23.8,50.7,28.4,-12,47,6.7,22.4
31.7,129,506,-43.5,39,23.4,246.4
0,76.5,215.7,-53.3,29,12.8,106.5
28.6,67.1,131.7,-15.7,21,9.6,80.4
0,87.1,380.1,-42,57,20.9,199.3
19.7,209.5,1469.2,-76.3,92,44.9,553.7
35.4,89.2,102,-5.9,0,13,49
0,129.3,952.4,-63.3,39,27.3,442.9
36.7,97.9,260,-33.3,27,17.4,141.5
34.7,93.7,250.6,-27.4,15,15.4,125.2
44.2,93.2,287,-34.1,35,17.9,162.6
35.3,132.7,610.4,-44.6,37,24.7,275.4
22.8,57.2,42,-14.8,122,8.8,31.8
0,64.9,60,-20.1,11,8.5,34.2
32.9,95.6,268.3,-20.4,29,15.6,136.4
46.4,95.8,302.4,-32.3,118,17.1,174.7
40.8,136.8,470.5,-56.5,67,27.3,206.1
38.1,227.7,4138.1,-68,74,47.3,1412.5
0,145.6,745.1,-39.2,45,29.5,306.5
0,156.4,844.1,-70,59,34.5,346.8
0,264.2,4803.6,-117.4,105,56.7,1586.9
37.8,48,29.2,-12.5,46,6.7,22.4
10.2,25,0.5,-5.4,6,3.3,0.5
49.4,74.5,47.5,-28.1,25,13.1,27.1
31.7,149.4,583.7,-50.7,38,21.5,218.8
27,141.3,516.6,-38,40,23.4,246.4
49.8,157,987.5,-53.9,58,29.4,424.9
0,114.4,283.3,-61.3,56,16.7,130.9
35.2,25.7,0.5,-3.8,96,3.3,0.5
0,59.2,40.8,-12.2,8,9.7,29.3
49.5,123.3,702.2,-55.8,46,26.2,321.1
16.6,39.2,21.7,-9.4,21,5.4,16.5
42.2,56.8,109.3,-21,21,10.2,76.4
0,105.6,432.7,-48.9,29,22.9,218.8
46.8,137.5,527.1,-59,53,28.8,233.4
24.4,131.8,736.6,-31.9,37,24.9,363
20.7,41.3,14.6,-8.5,39,5.2,13.3
0,302.4,5433.6,-141.2,114,70.8,1606.1
27.3,52.3,28.9,-11.8,53,6.7,22.4
38.7,89.2,168.4,-41.4,83,17.2,97.3
15.7,106.3,575.2,-45.6,134,21.7,290.4
49.6,41,12.3,-9,35,5.1,10.2
34.6,138.8,1414.1,-61.6,175,30.8,605.7
28.8,114.5,1126.7,-31.9,46,23.5,490.5
0,128.7,702.7,-58.9,61,25.7,305.8
15.7,52.3,34.2,-8.1,50,5.1,13.2
42,49.8,29,-12.8,37,7.7,20.5
0,152.9,1635.4,-73.2,65,33.1,640.5
47.3,221.9,4081.8,-81.8,62,47.3,1412.5
0,69.1,114.6,-31.7,73,12.2,72.8
40.5,74,88.9,-13.2,33,10.2,51.6
45.3,136.8,529.8,-59.1,49,28.8,233.4
32,106.5,852.1,-23,23,22,345
17.7,63.4,43,-27.7,13,8.6,20.5
37.1,44.5,25.3,-13.5,13,7.7,20.5
45.2,45.5,12.1,-7.5,13,5.1,10.2
21.3,38.5,14.9,-9.8,42,5.2,13.3
22.2,50.4,42.5,-11.6,11,7.9,31.7
24,88.7,101.7,-21,37,15.4,58.7
0,125.6,467.4,-60.5,142,24.3,219.5
37.7,70.3,40.4,-22.7,70,10.1,24.9
0,67.1,80.2,-19.6,18,11.2,48.4
0,58.9,62.9,-19.2,27,9.2,42.6
19.7,59.1,41.8,-15.5,126,8.8,31.8
21.8,59.6,76.7,-17.7,70,10.4,45.7
33.2,141.6,1418.3,-56.8,57,31.5,584.4
0,206.3,1696.5,-106.5,67,40.8,585.6
32.9,37.8,13.6,-6,30,4,10
47.5,76.6,89.1,-10.3,24,10.2,51.6
0,95.2,287.2,-60.7,25,16.7,131
13.5,23.9,0.5,-3.1,6,3.3,0.5
47.7,93,305.3,-34.2,129,17.1,174.7
0,320.6,11628.8,-252.9,198,94.4,3131.2
43.5,81.7,214.2,-29.5,80,14.5,115.6
36.6,139.2,1421.1,-44.6,53,31.5,584.4
41.9,104.6,345.8,-44.1,134,20.8,169.1
37.5,97.5,277,-28,85,15.8,140.3
45,73.4,88.2,-18.4,71,10.7,51.7
0,129.1,588.8,-47.9,33,26,253.7
30.1,167.3,1356,-54.6,100,44.9,553.7
0,129.3,1072.1,-64,62,28.3,452.7
0,80.1,84.8,-51.1,17,13.5,54.6
38,85.8,247.3,-33,35,15.7,151.9
49.3,97.4,244.5,-18.5,16,16.6,111.1
0,105.8,429.9,-38.5,34,21.2,206
33.7,86.7,135.6,-29,18,14.8,72.9
41.2,50.7,15.7,-6.8,10,7.6,14.7
0,62.6,35.1,-30.1,7,7.7,16.7
33.6,80.8,211.1,-29.2,72,14.5,115.6
0,168.6,1452.3,-87.1,79,35.8,542.9
17.3,53.7,43,-18.7,22,8.5,34.3
0,121.1,592.5,-68.4,198,29.3,269
0,115.2,455.5,-69.7,187,23.1,212.7
21.4,57.8,75.6,-18.6,75,10.4,45.7
33.2,112.7,498.1,-50.1,16,21.6,267.7
22.8,71.6,93.2,-30.7,24,13.8,55.4
0,83.3,98.3,-44.4,32,14.2,58.9
41.6,85.3,112.9,-30.7,33,15.6,65.4
36.5,144.6,1438,-59.3,176,30.8,605.7
39.5,38,14.6,-10.3,35,5.2,13.3
31,92.4,283.3,-32.2,20,16.6,141.4
12.4,55.6,42.3,-14.1,14,8.8,29.2
16.8,92,202,-34.7,80,16.3,116.2
0,185.6,2589.3,-105.1,130,35.5,940.1
48.1,146.4,796.6,-70.1,74,32,346.6
20.5,58.2,76.8,-19.1,77,10.4,45.7
16.2,118.6,387.3,-37.9,25,23.4,158.1
17.5,86,253.4,-31.6,29,15.7,151.9
47.4,97.8,364.6,-38,43,19.6,199.7
40.7,71.8,40.7,-22.7,70,10.1,24.9
20.5,58.1,75.2,-18.3,75,10.4,45.7
35.6,172.7,1606.9,-113,77,38.8,629
16.4,40.5,21.4,-10.4,20,5.4,16.5
0,159.1,1062.1,-84.7,7,23.7,232.9
0,159.5,1468.7,-83.7,183,30.6,562.8
24.3,85.3,120,-24.9,83,12.8,69.3
33.3,206,2446.2,-111,80,54,887
35.2,100.1,487.2,-59.6,35,21.6,267.7
0,203.1,3567.2,-163.8,50,51.1,1235.8
39.5,71.8,40.1,-22.8,69,10.1,24.9
19.7,82.2,95.3,-29.8,97,13,49
36.6,117.5,451.3,-58.8,44,27.3,206.1
29.1,70.1,141.3,-24.4,82,12,80.9
35.2,95.8,257.7,-33.4,30,17.4,141.5
45.2,136.8,519.1,-57.7,76,28.8,233.4
16.4,86.8,120.6,-25.5,86,12.8,69.3
30.9,181.3,1787.5,-59.6,68,40.3,674.6
47,72.6,45.6,-27.3,32,13.1,27.1
27.3,152.3,1159.9,-53.4,53,27.1,442.6
41.9,94.4,286.6,-31,36,15.6,136.4
0,85.7,102.2,-34.6,37,16.1,65.9
46.8,123,520.9,-29.8,52,22.4,219.2
0,153.3,1044.5,-108.9,75,40.4,444.2
28.2,43.2,19.5,-10.5,6,6.3,16.6
0,120.2,704.4,-54.3,187,24.2,320.9
28,95.4,394.1,-32.3,20,19.6,188.5
0,133.2,909.7,-82.9,12,22.9,275.5
30,77.6,117.1,-26.9,84,12.8,69.3
22.8,53.6,42.4,-6.3,10,7.9,31.7
0,125.3,589.1,-69.6,52,20.6,226.1
35.2,98.4,266.4,-33.5,24,17.4,141.5
29.9,207.3,2402.6,-97.8,84,53.7,835
0,106.3,548.9,-56.3,69,22.2,267.2
42.8,92.6,298.9,-32.9,120,17.1,174.7
42.2,48.7,27.6,-12,40,6.7,22.4
41,107.5,388.1,-38.4,28,19.3,211.8
0,132.4,693.8,-58.6,29,26.3,290.2
43.4,86.6,134.8,-29.3,23,14.8,72.9
21.5,65.7,102.1,-31.8,11,10.9,68.9
22.9,103.5,537,-51.2,58,22.4,219.2
34.2,62.9,49.5,-19.5,6,7.9,29.2
45.3,138.9,485.8,-35.5,46,21.5,218.8
38.3,51.5,41,-23.4,14,7.9,29.2
37.2,126.1,552.1,-38.9,19,21.6,267.7
49.7,227.8,2786,-88.6,67,46.8,927.6
7.8,25,0.5,-5.5,6,3.3,0.5
35.1,168.5,1758.7,-62.8,77,40.3,674.6
32.1,81.6,169.4,-28.1,75,14.2,84.4
15.6,38.4,22,-11.6,20,5.4,16.5
41.5,93.7,208.8,-33.6,92,16.3,116.2
42.5,96.6,119,-26.7,83,13.6,61.9
46.7,172.6,1135.2,-64.1,40,32.2,461.9
46.4,89,378.3,-38.6,42,18,205.4
37.3,113.1,396.7,-38.2,64,19.3,211.8
47.2,106.6,386.2,-39.6,40,19.3,211.8
30.8,154.6,597.6,-50.8,34,21.5,218.8
32.7,26.8,0.5,-7.3,6,3.3,0.5
0,168.2,2025,-90.9,87,43.2,746.4
37.1,117.1,328.2,-6.1,33,16.6,111.1
22,37.8,14.6,-9.7,39,5.2,13.3
29.6,103.8,715,-41.6,29,24.9,363
24,55.3,44.7,-9.5,17,8.8,29.2
35.8,165.6,1449.3,-74.4,181,36.2,584.7
39.2,24.9,0.6,-4.7,96,3.3,0.5
0,181.8,2445.2,-94.9,89,41.6,795.5
45.6,94,304.3,-32.9,112,17.1,174.7
22.9,126.4,717.5,-1.4,47,24.7,337.3
25.5,124,563.4,-46,49,22.4,219.2
28.5,41.6,19.5,-10.6,5,6.3,16.6
35.2,190.5,1610.3,-77.5,92,38.8,629
18.8,115.7,1158.8,-45,46,23.5,490.5
20.7,195.3,4103,-103,59,47.3,1412.5
38,78,102.8,-23.5,26,12.3,62.1
15.4,39.5,21.7,-11.2,20,5.4,16.5
0,54.5,39.5,-16.8,19,8.7,27.3
30.2,155.1,812.8,-27.7,53,22.3,205.9
0,83,165,-31.8,20,14.8,93.1
45.7,57.3,43,-12.1,16,7.2,34
32.8,93.7,274.3,-28.9,117,15.8,140.3
0,51.1,59,-8.3,10,8.1,39.6
30,48.7,31,-12.7,48,6.7,22.4
17.4,207.3,1743.3,-84.6,93,44.9,553.7
8,72.8,47.5,-26.5,11,8.6,20.5
0,88.8,166.4,-45.5,34,18.3,93.1
40.7,55.2,70.4,-16.9,46,9.3,54.5
34.7,187.3,1603.2,-91.2,94,38.8,629
22.3,103.5,380,-42,130,20.5,175.1
0,68.7,102.1,-32.2,16,10.4,65.1
43,103.8,285.4,-22.4,23,19.4,152.1
39.8,89.7,113.3,-21.5,26,15.6,65.4
0,144.9,1579.8,-54.8,52,33.2,628
0,95.3,399.8,-55.7,14,18.4,205.7
36.8,72.8,156.6,-26.9,66,13.4,97
0,145,896.4,-62.4,76,27.9,379.6
36.5,100.9,345,-35.6,85,17.6,192.2
23.6,104.4,374.8,-41.4,128,20.5,175.1
36,135,611.5,-53.3,36,24.7,275.4
0,83.7,83.4,-32.3,33,15.3,49.1
38.3,49.9,32.8,-11.6,29,7.1,24.9
0,169.6,2066.8,-92.4,89,33.9,770
35.1,44.6,32.3,-12.4,34,7.1,24.9
22.6,50.8,43.5,-18.5,14,7.9,31.7
37.9,129.6,650.2,5.5,65,22.3,282.2
38.4,50.2,32.4,-11.5,28,7.1,24.9
17,40.4,22.7,-11.3,22,5.4,16.5
39.2,120.1,371.4,-10.1,36,16.6,111.1
33.5,153,649.8,-49.1,39,21.5,218.8
27,87.7,122.1,-26.6,96,13.6,61.9
45.1,253.8,4778,-103,52,48.3,1550.5
29.8,231.2,2434,-94,104,53.7,835
0,360.3,13520.9,-191.5,506,94.3,2909.7
25.2,82.5,121.8,-25.6,82,12.8,69.3
37.2,110.4,312.5,-20.4,28,16.6,141.4
42.8,82.7,97.7,-28.2,21,13.8,55.4
30.9,93.7,249.2,-27.6,22,16.6,111.1
0,91.4,161.5,-26.1,18,15.5,84.5
48.1,132.4,771.7,-68.6,102,32,346.6
0,156.7,1920.4,-91.3,104,32.7,709.7
22.2,52.3,42.8,-12,11,7.9,31.7
24.4,21.2,0.5,-2.7,6,3.3,0.5
41.6,96.6,344.6,-45.4,130,20.8,169.1
36,98.7,251.9,-16,20,16.6,111.1
38.1,70.8,128,-28.5,16,13.2,80.6
26,159.7,1163.2,-41.7,57,27.1,442.6
0,52.4,32.5,-7.8,11,8.6,24.6
27.5,67.5,103.4,-27.9,16,10.9,68.9
23.1,186.6,1391.5,-37.9,105,44.9,553.7
49.8,131.1,466,-57.3,59,27.3,206.1
0,183.4,1743.4,-88.8,84,44.6,554.2
15.4,41.4,21.8,-10.7,20,5.4,16.5
28.5,94.2,397.3,-29.4,21,19.6,188.5
34.8,36.2,15,-6.2,32,4,10
15.5,119.5,737.8,-34.5,26,24.9,363
0,140.2,1228.8,-64.8,143,30.6,491.3
32.9,143.5,546.5,-51,34,21.5,218.8
47,94,302.8,-32.6,115,17.1,174.7
48.1,83.3,47.3,-25.7,29,13.1,27.1
41.1,100,331.6,-34.6,85,17.6,192.2
38.3,54.4,71,-16,45,9.3,54.5
0,98.3,252.1,-42.9,44,20,131.3
40.2,115.4,873.3,-22,20,22,345
32.7,96.6,275.9,-23.7,26,16.6,141.4
38.2,81.6,100.5,-29.6,29,13.8,55.4
31.2,136.4,535.1,-52,38,21.5,218.8
25.3,105.7,379.3,-41.5,129,20.5,175.1
40.4,60.2,70.8,-16.4,48,9.3,54.5
22.8,65,131,-16.1,17,9.6,80.4
47.3,213.5,2166.5,-48,76,40.3,674.6
23.9,57.7,75.4,-17.9,71,10.4,45.7
0,68.2,177.9,-17.1,112,14.2,101.8
12.1,70.1,46.5,-24.2,11,8.6,20.5
43.1,97.1,339.9,-44.6,124,20.8,169.1
36.5,203.2,4586,-131,51,48.3,1550.5
34.6,73.4,141.3,-21.2,95,12,80.9
43.6,112.6,435.9,-20.1,26,16.6,141.4
36.8,95.5,262.6,-34.3,27,17.4,141.5
32.4,109.8,244.5,-8.9,15,16.6,111.1
22.6,57.3,76.3,-17.9,73,10.4,45.7
40.3,58.4,111.2,-19.6,17,10.2,76.4
26.1,68.3,139.7,-25.2,88,12,80.9
15.5,39.2,21.8,-11.4,20,5.4,16.5
30.7,103.2,374.1,-43,107,20.5,175.1
36.9,110.7,395.7,-38.7,54,19.3,211.8
0,159.8,1357.7,-78.5,102,32.6,532.2
26.6,132.4,515.2,-46.9,47,23.4,246.4
30.8,122.5,366.4,-18.6,43,23.4,158.1
0,82,177,-31.1,31,15.9,93.8
0,73.1,122.4,-28,49,12.3,69.1
34.8,97.9,321.4,-34.3,87,17.6,192.2
19.5,58.9,41.8,-15.6,120,8.8,31.8
35.1,38,14.5,-6,33,4,10
40.8,99.1,280,-33.7,23,19.4,152.1
23.4,86,270.2,-16.1,27,15.6,136.4
40.6,106.4,393.9,-39.2,32,19.3,211.8
37.1,35.4,14.6,-6,27,4,10
49,36.2,21.5,-5.7,4,4.3,16.1
20.2,82.8,261.7,-28.2,35,15.6,136.4
0,84.2,106.4,-31.2,98,13.9,58.7
33.7,60.1,70.8,-16.1,38,9.3,54.5
20.5,54.5,75.2,-19.8,75,10.4,45.7
26.7,69,133.8,-15,30,9.6,80.4
0,162.6,1243.5,-109.2,92,42.4,502.9
0,218,2024.6,-109,87,47,675.8
0,88.1,419.2,-45.6,45,18.7,237.9
19.2,46,41.5,-11.3,11,7.9,31.7
19.6,163.2,1643.6,-74.2,71,35.2,674.4
13.8,55.3,43.6,-5.9,14,8.8,29.2
44.7,97.6,353.2,-45.3,125,20.8,169.1
45,56.5,22.2,-14.4,27,8.2,18.5
29.4,139.1,904.3,-46,40,25.4,388.5
17,77.7,95.1,-30.6,100,13,49
0,105.7,645.5,-69.4,34,24.3,305.2
0,161.2,687.3,-52.6,323,29.8,305.5
0,140.8,569.8,-71.9,18,22.1,152.7
25,164,1155.5,-46.7,55,27.1,442.6
31.7,49.5,32.9,-11.9,36,7.1,24.9
20.4,40,14.2,-9.6,37,5.2,13.3
45.2,74.7,145.2,-23.4,80,12,80.9
39.1,102.6,330.8,-8.7,30,16.6,111.1
28.1,59,70.8,-15.5,35,9.3,54.5
33.8,95.4,265.5,-19.1,21,16.6,141.4
35.4,137.6,1423.9,-61.8,176,30.8,605.7
0,113,382.3,-55.9,42,18.9,180.5
37.3,90.3,109.9,-29.5,27,15.6,65.4
47.6,162.1,1981.4,-91.2,53,39,745.9
36.3,109.3,392.1,-38.6,24,19.3,211.8
0,162,816.1,-92.2,200,29.8,274.4
21.9,77.9,93,-30.4,14,13.8,55.4
37.5,91,120.7,-25.8,78,13.6,61.9
0,101.2,340,-38.3,27,17.5,157.7
21.9,121.2,1150.3,-31.7,32,23.5,490.5
26.4,151,608.5,-65.6,141,30.5,261
0,66.8,67,-23.4,1,6.6,20.6
40.2,29.3,0.7,-2.3,6,3.3,0.5
23.3,145.6,564.6,-24.8,65,22.3,205.9
33.7,190.8,1624.9,-97.3,86,38.8,629
32,106.2,858.1,-28.6,22,22,345
21.7,221.7,4111.7,-89.6,69,47.3,1412.5
19.6,212,1814.5,-100,103,44.9,553.7
34.8,134.8,1413.8,-61.8,178,30.8,605.7
15.4,86.1,120,-25.3,87,12.8,69.3
40.1,127.8,581.9,-25.8,52,22.4,219.2
0,213.3,4807.6,-172.4,90,55.3,1569.1
0,45.3,31.2,-6.9,18,7,24.7
14.2,123,735.8,-45.1,23,24.9,363
22.3,53.1,43,-7.2,11,7.9,31.7
44.4,92.8,122,-26,87,13.6,61.9
29.4,86.6,169.5,-27.4,79,14.2,84.4
0,82.3,163.6,-45.5,24,12,80.3
34.5,181.7,1609.3,-26.7,78,38.8,629
37.9,176.2,1836.4,-92.2,65,40.3,674.6
19.9,52.9,43.1,-15.3,11,7.9,31.7
13.1,93.8,173.8,-42.1,33,18.3,93.1
36.2,57.4,71.5,-16.7,53,9.3,54.5
24.2,50.7,34.8,-7.9,46,5.1,13.2
0,355.3,7155,-108.4,137,68.8,1697
0,129.6,1684.2,-57.5,247,29.4,650.5
38.9,85.6,300,-21,26,13.2,151.3
40.8,202.6,2599.8,-105,70,54,887
34.9,133.1,1375.3,-35.5,61,31.5,584.4
0,162.8,2938.8,-87,241,40.2,1127
43.8,77.1,139.8,-19.9,95,12,80.9
39.2,246.1,2433.8,-67.6,92,53.7,835
29.5,188,1456.9,-61.4,141,36.2,584.7
40.2,165.4,1450.4,-75.5,191,36.2,584.7
23.6,156.5,1165.2,-53.5,58,27.1,442.6
29.5,228.8,2689.2,-141,87,54,887
26.7,138,933.6,-48.5,45,25.4,388.5
32.6,87.2,135.4,-29.4,19,14.8,72.9
30.9,88.9,275.3,-24.3,38,15.6,136.4
0,147.9,1427.3,-81.6,239,37.1,574.2
43.9,135.9,524,-60,50,28.8,233.4
35.4,242.5,2796.6,-97,85,54,887
47.2,46.2,30.3,-13.1,50,6.7,22.4
24.9,125.6,1386.2,-67.1,38,31.5,584.4
0,115.2,639.5,-70.5,11,22,239.5
0,159.2,1433.5,-92.7,51,36,574.5
16.3,82,120.2,-26,85,12.8,69.3
33.1,96.4,523.1,-28.6,29,18.8,259.9
17.1,125.8,738.2,-40.9,22,24.9,363
37.7,93.7,256,-34,22,17.4,141.5
49.6,76,90,-11.1,22,10.2,51.6
25.8,52.1,35,-7.9,49,5.1,13.2
12.3,58.3,51.3,-10.5,21,8.5,34.3
33.7,136.4,1455.4,-63.3,162,30.8,605.7
28.1,73.2,93.6,-31.4,15,13.8,55.4
0,73.3,114.5,-34.7,35,12.2,73
0,163.8,1679.4,-81.9,61,35.2,651.8
23.3,51.6,43.3,-6.9,17,8.8,29.2
43.4,91.7,277.6,-27,35,19.4,152.1
0,114.7,541.4,-71,30,25.4,268.1
22.9,53.1,42.9,-7.2,11,7.9,31.7
41.5,94.3,122.1,-26.7,81,13.6,61.9
17.4,50.4,42.8,-6.2,20,8.8,29.2
37.4,95.6,266.8,-32.3,26,17.4,141.5
22,172.9,1646.5,-74.1,74,35.2,674.4
33.2,128.5,796.5,-57.4,60,27.2,353.9
21.8,23.4,0.7,-8.1,6,3.3,0.5
0,58.8,105.3,-16.5,38,11.3,65.3
44,101.5,356.6,-42.7,114,20.8,169.1
0,161.6,1617.4,-80.8,77,35.2,674.4
26.9,86.3,106.7,-27.5,82,13.9,58.7
34.4,97.3,519.4,-32.7,20,18.8,259.9
0,89.7,165.6,-45.6,56,20.6,80.9
0,102.1,839.8,-40.5,141,24.4,415.1
0,89.9,691.5,-48,71,20.6,353.2
35,220.8,4123.9,-87.3,57,47.3,1412.5
26.4,96.1,166.7,-37.7,85,17.2,97.3
0,157.9,1931,-64,17,35.3,664.7
10.8,93.5,172.7,-41.2,34,18.3,93.1
24.1,50.6,42,-10,11,7.9,31.7
0,160.8,1287.9,-84.7,116,29.6,481.6
0,167.6,1375.1,-61.8,102,35.6,491.9
35,93.8,258.3,-33.7,39,17.4,141.5
0,154.5,656.4,-76.3,83,29.9,240
31,64.2,73.9,-16,50,9.3,54.5
35.1,132.1,893.3,-48.5,56,25.4,388.5
32,113.5,348.4,-12.9,36,23.4,158.1
0,246.2,5283.1,-116.4,163,61.5,1750.3
27.5,140.6,905.6,-42.4,48,25.4,388.5
27.9,226.9,4150.3,-73.7,60,47.3,1412.5
37.1,147,1444.2,-61.1,174,30.8,605.7
0,121.7,721.8,-66.4,37,25.3,313.4
36.3,91.4,259.1,-34.9,28,17.4,141.5
36.5,84.4,94.5,-26.4,37,13.8,55.4
34.9,63.2,63,-16.4,38,9.2,45.9
0,143.6,372.9,-38.2,36,20.4,152.6
47.4,94.3,306.6,-32.4,123,17.1,174.7
24.3,53.7,42,-15.3,121,8.8,31.8
0,402.4,11715.3,-175.3,148,82.9,2909.6
0,223.1,4331.6,-192.7,114,57.7,1365.5
16.6,86.1,120.6,-25.7,85,12.8,69.3
15.5,115.9,737.7,-52.3,20,24.9,363
0,177.2,1895.2,-109.5,199,33.6,651.9
37,191.7,1781.6,-56.5,72,40.3,674.6
17.7,62.7,73.5,-16.2,54,9.3,54.5
0,81.4,76.5,-27.7,42,14.4,45.6
26.7,50.8,29.5,-11.8,43,6.7,22.4
0,63,55.9,-30,22,10.3,39.9
37.4,100.5,326.5,-35.1,76,17.6,192.2
0,77.8,110.4,-18.9,18,13.1,69.4
0,117.5,1420.6,-49.8,22,25.6,627.8
0,186,1784.1,-76.5,73,43.8,721.6
28.4,142.2,509.2,-37.3,40,23.4,246.4
18.1,55.4,44,1,20,8.5,34.3
44,141.1,692.5,-41.8,67,22.4,219.2
11.6,95.5,173.1,-40.6,35,18.3,93.1
34.1,140,815.3,-60.3,39,27.2,353.9
25.4,262.1,4749,-116,54,48.3,1550.5
0,118.5,387.1,-46.9,137,19.8,152.1
0,148.8,1391.3,-89,349,32.1,552.8
47.1,121.2,710.4,-57.4,35,26.2,321.1
34.3,93.1,272.3,-25.4,26,15.6,136.4
0,164.6,1892.5,-86.8,89,45.5,772.3
0,177.6,1453.6,-104.1,58,42.6,553.6
40.5,82.3,44.7,-24.8,46,13.1,27.1
0,154.8,1811.1,-82.2,105,33.4,757.7
32.1,104.4,368.3,-40.2,44,19.6,199.7
0,139.5,1031.4,-100.8,54,33.5,425
29.3,77.3,151.3,-27.1,57,13.4,97
34.9,43.1,39.5,-14.1,16,7.2,34
39.6,72.4,41.1,-22.4,70,10.1,24.9
45.4,92.1,381.1,-38.4,38,18,205.4
13.6,132.7,691.7,-38.8,93,24.7,337.3
16.4,80.1,255.4,-20.8,38,15.6,136.4
0,161.4,1001.5,-65.2,77,39.9,435.9
0,76,202.8,-26.8,22,13.5,111.4
31.8,70.3,50.5,-21.4,56,10.7,34.6
45.8,195.1,4116.5,-106,69,47.3,1412.5
45.3,95.7,302.7,-32.8,117,17.1,174.7
18.4,93.3,168.5,-37,93,17.2,97.3
20.8,85.3,119.4,-25.3,83,12.8,69.3
33.9,95,518.3,-31.9,29,18.8,259.9
